"Gender","Heart_Attack","age_group","bp_group","bmi_group","cholesterol_group","Confirmed Heart Attack Count","% of Heart Attack in Group","% of Total Population"
"Female","Yes","Adult","Elevated","Underweight","Dangerous","21","100.00","0.01"
"Female","Yes","Adult","Elevated","Underweight","Heart-Healthy","78","100.00","0.03"
"Female","Yes","Adult","Elevated","Underweight","Very High","12","100.00","0.00"
"Female","Yes","Adult","Healthy","Normal","At-Risk","453","100.00","0.17"
"Female","Yes","Adult","Healthy","Normal","Dangerous","233","100.00","0.09"
"Female","Yes","Adult","Healthy","Normal","Heart-Healthy","806","100.00","0.30"
"Female","Yes","Adult","Healthy","Normal","Very High","95","100.00","0.04"
"Female","Yes","Adult","Healthy","Obese Class 1","At-Risk","47","100.00","0.02"
"Female","Yes","Adult","Healthy","Obese Class 1","Dangerous","32","100.00","0.01"
"Female","Yes","Adult","Healthy","Obese Class 1","Heart-Healthy","111","100.00","0.04"
"Female","Yes","Adult","Healthy","Obese Class 1","Very High","17","100.00","0.01"
"Female","Yes","Adult","Healthy","Obese Class 2","At-Risk","1","100.00","0.00"
"Female","Yes","Adult","Healthy","Obese Class 2","Heart-Healthy","2","100.00","0.00"
"Female","Yes","Adult","Healthy","Obese Class 3","At-Risk","17","100.00","0.01"
"Female","Yes","Adult","Healthy","Obese Class 3","Dangerous","6","100.00","0.00"
"Female","Yes","Adult","Healthy","Obese Class 3","Heart-Healthy","28","100.00","0.01"
"Female","Yes","Adult","Healthy","Obese Class 3","Very High","6","100.00","0.00"
"Female","Yes","Adult","Healthy","Overweight","At-Risk","318","100.00","0.12"
"Female","Yes","Adult","Healthy","Overweight","Dangerous","163","100.00","0.06"
"Female","Yes","Adult","Healthy","Overweight","Heart-Healthy","580","100.00","0.21"
"Female","Yes","Adult","Healthy","Overweight","Very High","75","100.00","0.03"
"Female","Yes","Adult","Healthy","Underweight","At-Risk","69","100.00","0.03"
"Female","Yes","Adult","Healthy","Underweight","Dangerous","41","100.00","0.02"
"Female","Yes","Adult","Healthy","Underweight","Heart-Healthy","128","100.00","0.05"
"Female","Yes","Adult","Healthy","Underweight","Very High","19","100.00","0.01"
"Female","Yes","Adult","Hypertensive Crisis","Normal","At-Risk","31","100.00","0.01"
"Female","Yes","Adult","Hypertensive Crisis","Normal","Dangerous","21","100.00","0.01"
"Female","Yes","Adult","Hypertensive Crisis","Normal","Heart-Healthy","46","100.00","0.02"
"Female","Yes","Adult","Hypertensive Crisis","Normal","Very High","5","100.00","0.00"
"Female","Yes","Adult","Hypertensive Crisis","Obese Class 1","At-Risk","3","100.00","0.00"
"Female","Yes","Adult","Hypertensive Crisis","Obese Class 1","Dangerous","5","100.00","0.00"
"Female","Yes","Adult","Hypertensive Crisis","Obese Class 1","Heart-Healthy","9","100.00","0.00"
"Female","Yes","Adult","Hypertensive Crisis","Obese Class 2","Heart-Healthy","1","100.00","0.00"
"Female","Yes","Adult","Hypertensive Crisis","Obese Class 3","Heart-Healthy","1","100.00","0.00"
"Female","Yes","Adult","Hypertensive Crisis","Overweight","At-Risk","16","100.00","0.01"
"Female","Yes","Adult","Hypertensive Crisis","Overweight","Dangerous","10","100.00","0.00"
"Female","Yes","Adult","Hypertensive Crisis","Overweight","Heart-Healthy","33","100.00","0.01"
"Female","Yes","Adult","Hypertensive Crisis","Overweight","Very High","6","100.00","0.00"
"Female","Yes","Adult","Hypertensive Crisis","Underweight","At-Risk","6","100.00","0.00"
"Female","Yes","Adult","Hypertensive Crisis","Underweight","Heart-Healthy","3","100.00","0.00"
"Female","Yes","Adult","Hypertensive Crisis","Underweight","Very High","1","100.00","0.00"
"Female","Yes","Adult","Stage 1 Hypertension","Normal","At-Risk","123","100.00","0.05"
"Female","Yes","Adult","Stage 1 Hypertension","Normal","Dangerous","86","100.00","0.03"
"Female","Yes","Adult","Stage 1 Hypertension","Normal","Heart-Healthy","243","100.00","0.09"
"Female","Yes","Adult","Stage 1 Hypertension","Normal","Very High","39","100.00","0.01"
"Female","Yes","Adult","Stage 1 Hypertension","Obese Class 1","At-Risk","13","100.00","0.00"
"Female","Yes","Adult","Stage 1 Hypertension","Obese Class 1","Dangerous","9","100.00","0.00"
"Female","Yes","Adult","Stage 1 Hypertension","Obese Class 1","Heart-Healthy","32","100.00","0.01"
"Female","Yes","Adult","Stage 1 Hypertension","Obese Class 1","Very High","5","100.00","0.00"
"Female","Yes","Adult","Stage 1 Hypertension","Obese Class 2","At-Risk","1","100.00","0.00"
"Female","Yes","Adult","Stage 1 Hypertension","Obese Class 2","Dangerous","1","100.00","0.00"
"Female","Yes","Adult","Stage 1 Hypertension","Obese Class 2","Heart-Healthy","1","100.00","0.00"
"Female","Yes","Adult","Stage 1 Hypertension","Obese Class 3","At-Risk","2","100.00","0.00"
"Female","Yes","Adult","Stage 1 Hypertension","Obese Class 3","Dangerous","3","100.00","0.00"
"Female","Yes","Adult","Stage 1 Hypertension","Obese Class 3","Heart-Healthy","4","100.00","0.00"
"Female","Yes","Adult","Stage 1 Hypertension","Obese Class 3","Very High","3","100.00","0.00"
"Female","Yes","Adult","Stage 1 Hypertension","Overweight","At-Risk","106","100.00","0.04"
"Female","Yes","Adult","Stage 1 Hypertension","Overweight","Dangerous","55","100.00","0.02"
"Female","Yes","Adult","Stage 1 Hypertension","Overweight","Heart-Healthy","160","100.00","0.06"
"Female","Yes","Adult","Stage 1 Hypertension","Overweight","Very High","23","100.00","0.01"
"Female","Yes","Adult","Stage 1 Hypertension","Underweight","At-Risk","26","100.00","0.01"
"Female","Yes","Adult","Stage 1 Hypertension","Underweight","Dangerous","13","100.00","0.00"
"Female","Yes","Adult","Stage 1 Hypertension","Underweight","Heart-Healthy","53","100.00","0.02"
"Female","Yes","Adult","Stage 1 Hypertension","Underweight","Very High","7","100.00","0.00"
"Female","Yes","Adult","Stage 2 Hypertension","Normal","At-Risk","86","100.00","0.03"
"Female","Yes","Adult","Stage 2 Hypertension","Normal","Dangerous","48","100.00","0.02"
"Female","Yes","Adult","Stage 2 Hypertension","Normal","Heart-Healthy","146","100.00","0.05"
"Female","Yes","Adult","Stage 2 Hypertension","Normal","Very High","9","100.00","0.00"
"Female","Yes","Adult","Stage 2 Hypertension","Obese Class 1","At-Risk","8","100.00","0.00"
"Female","Yes","Adult","Stage 2 Hypertension","Obese Class 1","Dangerous","2","100.00","0.00"
"Female","Yes","Adult","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","14","100.00","0.01"
"Female","Yes","Adult","Stage 2 Hypertension","Obese Class 1","Very High","4","100.00","0.00"
"Female","Yes","Adult","Stage 2 Hypertension","Obese Class 3","At-Risk","1","100.00","0.00"
"Female","Yes","Adult","Stage 2 Hypertension","Obese Class 3","Dangerous","2","100.00","0.00"
"Female","Yes","Adult","Stage 2 Hypertension","Obese Class 3","Heart-Healthy","2","100.00","0.00"
"Female","Yes","Adult","Stage 2 Hypertension","Overweight","At-Risk","56","100.00","0.02"
"Female","Yes","Adult","Stage 2 Hypertension","Overweight","Dangerous","33","100.00","0.01"
"Female","Yes","Adult","Stage 2 Hypertension","Overweight","Heart-Healthy","99","100.00","0.04"
"Female","Yes","Adult","Stage 2 Hypertension","Overweight","Very High","14","100.00","0.01"
"Female","Yes","Adult","Stage 2 Hypertension","Underweight","At-Risk","18","100.00","0.01"
"Female","Yes","Adult","Stage 2 Hypertension","Underweight","Dangerous","11","100.00","0.00"
"Female","Yes","Adult","Stage 2 Hypertension","Underweight","Heart-Healthy","20","100.00","0.01"
"Female","Yes","Adult","Stage 2 Hypertension","Underweight","Very High","6","100.00","0.00"
"Female","Yes","Middle Age Adult","Elevated","Normal","At-Risk","153","100.00","0.06"
"Female","Yes","Middle Age Adult","Elevated","Normal","Dangerous","80","100.00","0.03"
"Female","Yes","Middle Age Adult","Elevated","Normal","Heart-Healthy","289","100.00","0.11"
"Female","Yes","Middle Age Adult","Elevated","Normal","Very High","30","100.00","0.01"
"Female","Yes","Middle Age Adult","Elevated","Obese Class 1","At-Risk","18","100.00","0.01"
"Female","Yes","Middle Age Adult","Elevated","Obese Class 1","Dangerous","11","100.00","0.00"
"Female","Yes","Middle Age Adult","Elevated","Obese Class 1","Heart-Healthy","29","100.00","0.01"
"Female","Yes","Middle Age Adult","Elevated","Obese Class 1","Very High","3","100.00","0.00"
"Female","Yes","Middle Age Adult","Elevated","Obese Class 3","At-Risk","5","100.00","0.00"
"Female","Yes","Middle Age Adult","Elevated","Obese Class 3","Heart-Healthy","8","100.00","0.00"
"Female","Yes","Middle Age Adult","Elevated","Obese Class 3","Very High","1","100.00","0.00"
"Female","Yes","Middle Age Adult","Elevated","Overweight","At-Risk","95","100.00","0.04"
"Female","Yes","Middle Age Adult","Elevated","Overweight","Dangerous","53","100.00","0.02"
"Female","Yes","Middle Age Adult","Elevated","Overweight","Heart-Healthy","165","100.00","0.06"
"Female","Yes","Middle Age Adult","Elevated","Overweight","Very High","31","100.00","0.01"
"Female","Yes","Middle Age Adult","Elevated","Underweight","At-Risk","16","100.00","0.01"
"Female","Yes","Middle Age Adult","Elevated","Underweight","Dangerous","16","100.00","0.01"
"Female","Yes","Middle Age Adult","Elevated","Underweight","Heart-Healthy","47","100.00","0.02"
"Female","Yes","Middle Age Adult","Elevated","Underweight","Very High","3","100.00","0.00"
"Female","Yes","Middle Age Adult","Healthy","Normal","At-Risk","345","100.00","0.13"
"Female","Yes","Middle Age Adult","Healthy","Normal","Dangerous","183","100.00","0.07"
"Female","Yes","Middle Age Adult","Healthy","Normal","Heart-Healthy","590","100.00","0.22"
"Female","Yes","Middle Age Adult","Healthy","Normal","Very High","73","100.00","0.03"
"Female","Yes","Middle Age Adult","Healthy","Obese Class 1","At-Risk","35","100.00","0.01"
"Female","Yes","Middle Age Adult","Healthy","Obese Class 1","Dangerous","27","100.00","0.01"
"Female","Yes","Middle Age Adult","Healthy","Obese Class 1","Heart-Healthy","77","100.00","0.03"
"Female","Yes","Middle Age Adult","Healthy","Obese Class 1","Very High","16","100.00","0.01"
"Female","Yes","Middle Age Adult","Healthy","Obese Class 2","At-Risk","2","100.00","0.00"
"Female","Yes","Middle Age Adult","Healthy","Obese Class 2","Dangerous","3","100.00","0.00"
"Female","Yes","Middle Age Adult","Healthy","Obese Class 2","Heart-Healthy","2","100.00","0.00"
"Female","Yes","Middle Age Adult","Healthy","Obese Class 3","At-Risk","9","100.00","0.00"
"Female","Yes","Middle Age Adult","Healthy","Obese Class 3","Dangerous","4","100.00","0.00"
"Female","Yes","Middle Age Adult","Healthy","Obese Class 3","Heart-Healthy","12","100.00","0.00"
"Female","Yes","Middle Age Adult","Healthy","Overweight","At-Risk","225","100.00","0.08"
"Female","Yes","Middle Age Adult","Healthy","Overweight","Dangerous","112","100.00","0.04"
"Female","Yes","Middle Age Adult","Healthy","Overweight","Heart-Healthy","394","100.00","0.15"
"Female","Yes","Middle Age Adult","Healthy","Overweight","Very High","39","100.00","0.01"
"Female","Yes","Middle Age Adult","Healthy","Underweight","At-Risk","63","100.00","0.02"
"Female","Yes","Middle Age Adult","Healthy","Underweight","Dangerous","26","100.00","0.01"
"Female","Yes","Middle Age Adult","Healthy","Underweight","Heart-Healthy","89","100.00","0.03"
"Female","Yes","Middle Age Adult","Healthy","Underweight","Very High","11","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Normal","At-Risk","23","100.00","0.01"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Normal","Dangerous","11","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Normal","Heart-Healthy","33","100.00","0.01"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Normal","Very High","5","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Obese Class 1","At-Risk","4","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Obese Class 1","Dangerous","3","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Obese Class 1","Heart-Healthy","4","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Obese Class 1","Very High","2","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Obese Class 2","Heart-Healthy","1","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Obese Class 3","Dangerous","1","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Obese Class 3","Heart-Healthy","2","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Overweight","At-Risk","6","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Overweight","Dangerous","7","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Overweight","Heart-Healthy","22","100.00","0.01"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Overweight","Very High","6","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Underweight","At-Risk","4","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Underweight","Dangerous","3","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Underweight","Heart-Healthy","8","100.00","0.00"
"Female","Yes","Middle Age Adult","Hypertensive Crisis","Underweight","Very High","1","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Normal","At-Risk","105","100.00","0.04"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Normal","Dangerous","65","100.00","0.02"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Normal","Heart-Healthy","170","100.00","0.06"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Normal","Very High","24","100.00","0.01"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","At-Risk","15","100.00","0.01"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","Dangerous","6","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","Heart-Healthy","24","100.00","0.01"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 1","Very High","1","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 2","Dangerous","1","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 2","Heart-Healthy","1","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 3","At-Risk","3","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 3","Dangerous","3","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Obese Class 3","Heart-Healthy","7","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Overweight","At-Risk","63","100.00","0.02"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Overweight","Dangerous","31","100.00","0.01"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Overweight","Heart-Healthy","124","100.00","0.05"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Overweight","Very High","16","100.00","0.01"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Underweight","At-Risk","18","100.00","0.01"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Underweight","Dangerous","9","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Underweight","Heart-Healthy","23","100.00","0.01"
"Female","Yes","Middle Age Adult","Stage 1 Hypertension","Underweight","Very High","7","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Normal","At-Risk","55","100.00","0.02"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Normal","Dangerous","27","100.00","0.01"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Normal","Heart-Healthy","120","100.00","0.04"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Normal","Very High","10","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","At-Risk","15","100.00","0.01"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","Dangerous","5","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","15","100.00","0.01"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 2","Heart-Healthy","2","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","At-Risk","1","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","Dangerous","1","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Obese Class 3","Heart-Healthy","2","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Overweight","At-Risk","40","100.00","0.01"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Overweight","Dangerous","24","100.00","0.01"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Overweight","Heart-Healthy","69","100.00","0.03"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Overweight","Very High","8","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Underweight","At-Risk","7","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Underweight","Dangerous","6","100.00","0.00"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Underweight","Heart-Healthy","18","100.00","0.01"
"Female","Yes","Middle Age Adult","Stage 2 Hypertension","Underweight","Very High","1","100.00","0.00"
"Female","Yes","Young Adult","Elevated","Normal","At-Risk","100","100.00","0.04"
"Female","Yes","Young Adult","Elevated","Normal","Dangerous","48","100.00","0.02"
"Female","Yes","Young Adult","Elevated","Normal","Heart-Healthy","150","100.00","0.06"
"Female","Yes","Young Adult","Elevated","Normal","Very High","14","100.00","0.01"
"Female","Yes","Young Adult","Elevated","Obese Class 1","At-Risk","9","100.00","0.00"
"Female","Yes","Young Adult","Elevated","Obese Class 1","Dangerous","4","100.00","0.00"
"Female","Yes","Young Adult","Elevated","Obese Class 1","Heart-Healthy","26","100.00","0.01"
"Female","Yes","Young Adult","Elevated","Obese Class 1","Very High","4","100.00","0.00"
"Female","Yes","Young Adult","Elevated","Obese Class 2","At-Risk","2","100.00","0.00"
"Female","Yes","Young Adult","Elevated","Obese Class 2","Heart-Healthy","4","100.00","0.00"
"Female","Yes","Young Adult","Elevated","Obese Class 3","At-Risk","1","100.00","0.00"
"Female","Yes","Young Adult","Elevated","Obese Class 3","Dangerous","1","100.00","0.00"
"Female","Yes","Young Adult","Elevated","Obese Class 3","Heart-Healthy","6","100.00","0.00"
"Female","Yes","Young Adult","Elevated","Obese Class 3","Very High","1","100.00","0.00"
"Female","Yes","Young Adult","Elevated","Overweight","At-Risk","58","100.00","0.02"
"Female","Yes","Young Adult","Elevated","Overweight","Dangerous","27","100.00","0.01"
"Female","Yes","Young Adult","Elevated","Overweight","Heart-Healthy","115","100.00","0.04"
"Female","Yes","Young Adult","Elevated","Overweight","Very High","14","100.00","0.01"
"Female","Yes","Young Adult","Elevated","Underweight","At-Risk","12","100.00","0.00"
"Female","Yes","Young Adult","Elevated","Underweight","Dangerous","5","100.00","0.00"
"Female","Yes","Young Adult","Elevated","Underweight","Heart-Healthy","22","100.00","0.01"
"Female","Yes","Young Adult","Elevated","Underweight","Very High","5","100.00","0.00"
"Female","Yes","Young Adult","Healthy","Normal","At-Risk","213","100.00","0.08"
"Female","Yes","Young Adult","Healthy","Normal","Dangerous","106","100.00","0.04"
"Female","Yes","Young Adult","Healthy","Normal","Heart-Healthy","401","100.00","0.15"
"Female","Yes","Young Adult","Healthy","Normal","Very High","43","100.00","0.02"
"Female","Yes","Young Adult","Healthy","Obese Class 1","At-Risk","25","100.00","0.01"
"Female","Yes","Young Adult","Healthy","Obese Class 1","Dangerous","25","100.00","0.01"
"Female","Yes","Young Adult","Healthy","Obese Class 1","Heart-Healthy","43","100.00","0.02"
"Female","Yes","Young Adult","Healthy","Obese Class 1","Very High","3","100.00","0.00"
"Female","Yes","Young Adult","Healthy","Obese Class 2","At-Risk","1","100.00","0.00"
"Female","Yes","Young Adult","Healthy","Obese Class 2","Heart-Healthy","4","100.00","0.00"
"Female","Yes","Young Adult","Healthy","Obese Class 3","At-Risk","6","100.00","0.00"
"Female","Yes","Young Adult","Healthy","Obese Class 3","Dangerous","2","100.00","0.00"
"Female","Yes","Young Adult","Healthy","Obese Class 3","Heart-Healthy","10","100.00","0.00"
"Female","Yes","Young Adult","Healthy","Obese Class 3","Very High","1","100.00","0.00"
"Female","Yes","Young Adult","Healthy","Overweight","At-Risk","134","100.00","0.05"
"Female","Yes","Young Adult","Healthy","Overweight","Dangerous","65","100.00","0.02"
"Female","Yes","Young Adult","Healthy","Overweight","Heart-Healthy","220","100.00","0.08"
"Female","Yes","Young Adult","Healthy","Overweight","Very High","23","100.00","0.01"
"Female","Yes","Young Adult","Healthy","Underweight","At-Risk","30","100.00","0.01"
"Female","Yes","Young Adult","Healthy","Underweight","Dangerous","18","100.00","0.01"
"Female","Yes","Young Adult","Healthy","Underweight","Heart-Healthy","48","100.00","0.02"
"Female","Yes","Young Adult","Healthy","Underweight","Very High","9","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Normal","At-Risk","11","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Normal","Dangerous","4","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Normal","Heart-Healthy","28","100.00","0.01"
"Female","Yes","Young Adult","Hypertensive Crisis","Normal","Very High","4","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Obese Class 1","At-Risk","2","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Obese Class 1","Dangerous","1","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Obese Class 1","Heart-Healthy","2","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Obese Class 3","Heart-Healthy","1","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Overweight","At-Risk","5","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Overweight","Dangerous","3","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Overweight","Heart-Healthy","13","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Overweight","Very High","1","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Underweight","At-Risk","2","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Underweight","Dangerous","2","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Underweight","Heart-Healthy","5","100.00","0.00"
"Female","Yes","Young Adult","Hypertensive Crisis","Underweight","Very High","1","100.00","0.00"
"Female","Yes","Young Adult","Stage 1 Hypertension","Normal","At-Risk","68","100.00","0.03"
"Female","Yes","Young Adult","Stage 1 Hypertension","Normal","Dangerous","40","100.00","0.01"
"Female","Yes","Young Adult","Stage 1 Hypertension","Normal","Heart-Healthy","113","100.00","0.04"
"Female","Yes","Young Adult","Stage 1 Hypertension","Normal","Very High","19","100.00","0.01"
"Female","Yes","Young Adult","Stage 1 Hypertension","Obese Class 1","At-Risk","8","100.00","0.00"
"Female","Yes","Young Adult","Stage 1 Hypertension","Obese Class 1","Dangerous","6","100.00","0.00"
"Female","Yes","Young Adult","Stage 1 Hypertension","Obese Class 1","Heart-Healthy","9","100.00","0.00"
"Female","Yes","Young Adult","Stage 1 Hypertension","Obese Class 3","At-Risk","1","100.00","0.00"
"Female","Yes","Young Adult","Stage 1 Hypertension","Obese Class 3","Dangerous","1","100.00","0.00"
"Female","Yes","Young Adult","Stage 1 Hypertension","Obese Class 3","Heart-Healthy","1","100.00","0.00"
"Female","Yes","Young Adult","Stage 1 Hypertension","Overweight","At-Risk","47","100.00","0.02"
"Female","Yes","Young Adult","Stage 1 Hypertension","Overweight","Dangerous","23","100.00","0.01"
"Female","Yes","Young Adult","Stage 1 Hypertension","Overweight","Heart-Healthy","60","100.00","0.02"
"Female","Yes","Young Adult","Stage 1 Hypertension","Overweight","Very High","13","100.00","0.00"
"Female","Yes","Young Adult","Stage 1 Hypertension","Underweight","At-Risk","11","100.00","0.00"
"Female","Yes","Young Adult","Stage 1 Hypertension","Underweight","Dangerous","6","100.00","0.00"
"Female","Yes","Young Adult","Stage 1 Hypertension","Underweight","Heart-Healthy","15","100.00","0.01"
"Female","Yes","Young Adult","Stage 2 Hypertension","Normal","At-Risk","42","100.00","0.02"
"Female","Yes","Young Adult","Stage 2 Hypertension","Normal","Dangerous","25","100.00","0.01"
"Female","Yes","Young Adult","Stage 2 Hypertension","Normal","Heart-Healthy","67","100.00","0.02"
"Female","Yes","Young Adult","Stage 2 Hypertension","Normal","Very High","4","100.00","0.00"
"Female","Yes","Young Adult","Stage 2 Hypertension","Obese Class 1","At-Risk","3","100.00","0.00"
"Female","Yes","Young Adult","Stage 2 Hypertension","Obese Class 1","Dangerous","1","100.00","0.00"
"Female","Yes","Young Adult","Stage 2 Hypertension","Obese Class 1","Heart-Healthy","10","100.00","0.00"
"Female","Yes","Young Adult","Stage 2 Hypertension","Obese Class 1","Very High","1","100.00","0.00"
"Female","Yes","Young Adult","Stage 2 Hypertension","Obese Class 2","Heart-Healthy","1","100.00","0.00"
"Female","Yes","Young Adult","Stage 2 Hypertension","Obese Class 3","At-Risk","3","100.00","0.00"
"Female","Yes","Young Adult","Stage 2 Hypertension","Obese Class 3","Heart-Healthy","2","100.00","0.00"
"Female","Yes","Young Adult","Stage 2 Hypertension","Overweight","At-Risk","20","100.00","0.01"
"Female","Yes","Young Adult","Stage 2 Hypertension","Overweight","Dangerous","8","100.00","0.00"
"Female","Yes","Young Adult","Stage 2 Hypertension","Overweight","Heart-Healthy","40","100.00","0.01"
"Female","Yes","Young Adult","Stage 2 Hypertension","Overweight","Very High","4","100.00","0.00"
"Female","Yes","Young Adult","Stage 2 Hypertension","Underweight","At-Risk","5","100.00","0.00"
"Female","Yes","Young Adult","Stage 2 Hypertension","Underweight","Dangerous","8","100.00","0.00"
"Female","Yes","Young Adult","Stage 2 Hypertension","Underweight","Heart-Healthy","14","100.00","0.01"
"Female","Yes","Young Adult","Stage 2 Hypertension","Underweight","Very High","1","100.00","0.00"
"Male","No","Adolescent","Elevated","Normal","At-Risk","0","0.00","0.11"
"Male","No","Adolescent","Elevated","Normal","Dangerous","0","0.00","0.07"
"Male","No","Adolescent","Elevated","Normal","Heart-Healthy","0","0.00","0.20"
"Male","No","Adolescent","Elevated","Normal","Very High","0","0.00","0.03"
"Male","No","Adolescent","Elevated","Obese Class 1","At-Risk","0","0.00","0.01"
"Male","No","Adolescent","Elevated","Obese Class 1","Dangerous","0","0.00","0.01"
"Male","No","Adolescent","Elevated","Obese Class 1","Heart-Healthy","0","0.00","0.03"
"Male","No","Adolescent","Elevated","Obese Class 1","Very High","0","0.00","0.00"
"Male","No","Adolescent","Elevated","Obese Class 2","At-Risk","0","0.00","0.00"
"Male","No","Adolescent","Elevated","Obese Class 3","At-Risk","0","0.00","0.00"
"Male","No","Adolescent","Elevated","Obese Class 3","Dangerous","0","0.00","0.00"
"Male","No","Adolescent","Elevated","Obese Class 3","Heart-Healthy","0","0.00","0.01"
"Male","No","Adolescent","Elevated","Obese Class 3","Very High","0","0.00","0.00"
"Male","No","Adolescent","Elevated","Overweight","At-Risk","0","0.00","0.08"
"Male","No","Adolescent","Elevated","Overweight","Dangerous","0","0.00","0.04"
"Male","No","Adolescent","Elevated","Overweight","Heart-Healthy","0","0.00","0.15"
"Male","No","Adolescent","Elevated","Overweight","Very High","0","0.00","0.01"
"Male","No","Adolescent","Elevated","Underweight","At-Risk","0","0.00","0.02"
"Male","No","Adolescent","Elevated","Underweight","Dangerous","0","0.00","0.01"
"Male","No","Adolescent","Elevated","Underweight","Heart-Healthy","0","0.00","0.04"
